title,text,tegs,url
Черкащани обурюються через освітлення вулиць удень (ФОТО)," 29 листопада черкащанин анонімно виклав до спільноти ""НеТипові Черкаси"" у Facebook фото, на яких видно ряд включених вдень ліхтарів по вулиці Надпільна. Чоловік обурюється і говорить, що як платник податків, не хоче оплачувати чиїсь помилки. Він вимагає звільнення безвідповідального ліхтарника. ""Якийсь ""валянок"" забув вимкнути світло. Я і інші черкащани маємо як платники податків оплачувати світло вдень, – пише він. – За таке потрібно звільнити. Ви уявляєте, скільки може коштувати освітлення вулиці за годину?"" Читайте: Біля залізничного вокзалу в Черкасах з’явиться нічне вуличне освітлення (ФОТО) Випадок скарг жителів Черкас на те, що вдень горять ліхтарі зовнішнього освітлення, не поодинокий, та чиновники кажуть, що це – норма.  У коментарі кореспонденту vikka.ua директор КП ""Міськсвітло"" Віталій Тєрьохін розповів, що кожного дня на диспетчерську службу 15-05 надходять заяви від жителів про ділянки, де перегорають ліхтарі, тому дивуватися денному освітленню – не варто. ""Щодня в нас працюють автовишки з поточного ремонту вуличного освітлення. Після того,як замінили лампу, перевіряють чи працює вона чи ні, тому вмикають освітлення. У нас щодня працює 3-4 автовишки в різних районах міста, – пояснив він. – Раніше щоразу включалося від 150 до 250 ліхтарів одночасно, а зараз, після того, як провели у 2014 році реконструкцію пульта керування зовнішнім освітленням, включають від 25 до 40"". Як повідомляв сайт vikka.ua, черкащани просять виділити з місцевого бюджету кошти на ліхтарі.","#Черкаси, #Вікка, #Новини, #Освітлення",https://www.vikka.ua/novini/cherkashhani-oburyuyutsya-cherez-osvitlennya-vulic-uden-foto/
У Черкасах розвінчають міфи про ВІЛ і вшанують пам’ять померлих від СНІДу (ВІДЕО)," 1 грудня відзначають Всесвітній день боротьби зі СНІДом та толерантного ставлення до людей, що живуть із ВІЛ. Саме тому цього дня у Черкасах благодійна організація ""Від серця до серця"" влаштовує акцію, щоб поширити інформацію про ВІЛ і згадати тих, хто помер від СНІДу. Про це БО повідомляє у Facebook. Читайте: Уманчани збирають подарунки для вихованців спеціальної школи-інтернату (ФОТО) 1 грудня о 12 годині до парку Сосновий бір благодійники відкриють меморіал, стрічку пам’яті людей, які померли від СНІДу. О 17.00 вони запрошують черкащан взяти участь у вікторині і пройти безкоштовне тестування на ВІЛ.  Як повідомляв сайт vikka.ua, на черкаському аукціоні для порятунку маленької Діани зібрали майже 200 тисяч гривень.","#Черкаси, #Вікка, #Новини, #Віл-інфіковані",https://www.vikka.ua/novini/u-cherkasax-rozvinchayut-mifi-pro-vil-i-vshanuyut-pamyat-pomerlix-vid-snidu-video/
У районах Черкащини запроваджують соціальне таксі," У чотирьох районах Черкащини запроваджують соціальне таксі. Дорослі і діти з особливими потребами зможуть безкоштовно користуватися спеціальним транспортом. Про це повідомляє ""Українське радіо"". Читайте: Уманчани збирають подарунки для вихованців спеціальної школи-інтернату (ФОТО) За словами начальника Департаменту соціального захисту населення Черкаської облдержадміністрації Руслана Чикала, благодійники передали соціальним установам області чотири нові мікроавтобуси, переобладнані для інвалідів. В автівках встановлені підіймальні платформи для візків. Вартість такої ініціативи становить майже 5 мільйонів гривень. Соціальне таксі передали у міста Умань, Звенигородка, Золотоноша та смт Чорнобай. За умови співфінансування влади і благодійників, наступного року ще 4 райони області отримають мікроавтобуси для таких перевезень. Як повідомляв сайт vikka.ua, у Черкасах розвінчають міфи про ВІЛ і вшанують пам’ять загиблих від СНІДу.","#Вікка, #Новини, #Черкащина, #Благодійність",https://www.vikka.ua/novini/u-rajonax-cherkashhini-zaprovadzhuyut-socialne-taksi/
Підприємство на Черкащині постачало в Росію товари подвійного та військового призначення (ФОТО)," На Черкащині співробітники Служби безпеки України блокували постачання до Російської Федерації товарів подвійного та військового призначення українського виробництва. Про це повідомляє прес-служба СБУ.  ДИВІТЬСЯ: Працівники ФСБ погрозами змушували черкащанина шпигувати в Україні (ВІДЕО) Правоохоронці встановили, що в умовах запроваджених Україною санкцій керівництво одного з підприємств Черкащини організувало механізм нелегальних поставок високотехнологічного військового обладнання до країни-агресора. Співробітники СБУ з’ясували, що підприємство, яке виготовляє навігаційні прилади з програмним забезпеченням для потреб української армії, постачає аналогічну продукцію до Росії. Обладнання зловмисники відправляли через так званий ""сірий канал"", тобто транзитом через країни Європи та Азії, щоб приховати реального отримувача товару.  Під час обшуків на підприємстві правоохоронці вилучили документацію, яка підтверджує незаконне відправлення продукції до РФ, та зразки обладнання подвійного призначення, яке направлено на експертизу. Відкрито кримінальне провадження за ч. 1 ст. 333 Кримінального кодексу України. Наразі тривають слідчо-оперативні дії.  Як повідомляв сайт vikka.ua, черкащанин і його спільники пропагували Росію в соцмережі.","#Вікка, #Новини, #Черкащина, #Сепаратизм, #Зрада",https://www.vikka.ua/novini/pidpriyemstvo-na-cherkashhini-postachalo-v-rosiyu-tovari-podvijnogo-ta-vijskovogo-priznachennya-foto/
Голову Соснівського райсуду Черкас звільнили з посади," Вища рада правосуддя звільнила голову Соснівського районного суду Черкас Володимира Васильовича Орленка із посади судді за скоєння дисциплінарного проступку. Про це йдеться на сайті ВРП. 31 травня 2017 року Третя Дисциплінарна палата Вищої ради правосуддя ухвалила рішення про притягнення судді до дисциплінарної відповідальності та застосування до нього дисциплінарного стягнення у виді подання про звільнення з посади судді. Читайте: Черкаський адвокат став суддею Верховного суду України У зазначених заявах скаржники вказували, що суддя Соснівського районного суду міста Черкас Орленко В.В. приймав рішення про обрання запобіжного заходу у вигляді тримання під вартою щодо осіб – учасників масових акцій протесту в період з 21 листопада 2013 року до набрання чинності Законом України від 8 квітня 2014 року № 1188-VII ""Про відновлення довіри до судової влади в Україні"" у зв’язку з їхньою участю у таких акціях. У своєму рішенні Третя Дисциплінарна палата Вищої ради правосуддя дійшла висновку, що виявлені в ході дисциплінарного провадження відомості вказують на факти вчинення суддею Орленком В.В. істотного дисциплінарного проступку, несумісного зі статусом судді, що є підставою для звільнення його з посади. Як повідомляв сайт vikka.ua, суддю із Черкащини підозрюють у застосуванні запобіжних заходів щодо учасників мирних акцій протесту.","#Вікка, #Новини, #Черкащина, #Суддя",https://www.vikka.ua/novini/golovu-sosnivskogo-rajsudu-cherkas-zvilnili-z-posadi/
Контакт. Анатолій Гриценко,,,https://www.vikka.ua/pryami-efiri/kontakt/kontakt-anatolij-gricenko-4/
Черкасці просять перевірити якість утеплення шкіл та дитячих садків," На сайті Черкаської міської раби з’явилася електронна петиція з проханням провести комплексну перевірку якості утеплення дитячих садочків на шкіл. Читайте: Шість способів, як черкащани можуть збільшити енергоефективність свого житла  ""Прошу створити комісію з фахівців по енергоефективності та провести експертизу якості виконання робіт з утеплення шкільних та дошкільних навчальних закладів підрядниками. Ініціюю проведення робіт тим, що під час власного обстеження утепленої частини стіни, було виявлено порушення виконання робіт, що свідчить про повну невідповідність нормативам"", − зазначив автор петиції Максим Кохась. Черкащанин зауважив, що порушення техніки виконання робіт по утепленню з матеріалів, які обрав проектант, можуть нашкодити здоров’ю дітей. Як повідомляв сайт vikka.ua, черкаський депутат прозвітував за проведену роботу з утеплення дитячого садка.","#Черкаси, #Вікка, #Новини, #Утеплення, #Петиція",https://www.vikka.ua/novini/cherkasci-prosyat-pereviriti-yakist-uteplennya-shkil-ta-dityachix-sadkiv/
Студенти черкаських вишів відіграли колективний шаховий онлайн-турнір (ВІДЕО),"Два черкаські виші влаштували колективний шаховий інтернет-турнір. Грали між собою Черкаський національний та технологічний університети. Разом зареєструвалося понад сотня студентів. Відіграли на спеціальній платформі, яку розробили програмісти. Усе – аби в одній грі одночасно могли взяти участь всі студенти. Напруга трималася майже весь турнір, адже грали ""на рівних"". Та все ж стратегічну перемогу здобули представники ЧНУ. Десять найбільш активних гравців, яких визначила сама ж програма, нагородили обідами в місцевих кав’ярнях. За мету такого ноу-хау – популяризація шахових змагань.","#Шахи, #Чну, #Змагання, #Турнір, #Чдту, #Університети",https://www.vikka.ua/novini-na-vikka/vikka-novini/studenti-cherkaskix-vishiv-vidigrali-kolektivnij-shaxovij-onlajn-turnir-video/
"Арт-четвер. Гурт ""Noitamriffa""",,,https://www.vikka.ua/pryami-efiri/art-chetver/art-chetver-gurt-noitamriffa/
"Мер Черкас заветував депутатську недовіру ""архітектурному"" чиновнику (ВІДЕО)","Депутати – недовіряють, мер – милує. Міський голова не підтримав недовіру чиновнику, якого підозрюють в хабарництві. Рішення щодо неналежної роботи Артура Савіна заветував Анатолій Бондаренко. Пояснює: за рішенням, чиновника мали б спочатку заслухати на сесії. Також – перевірити його діяльність та, ймовірно, звільнити. А таке неможливе через його відсторонення за ухвалою суду. Нагадаю, депутати на останній пленарні вдруге оголосили недовіру ""архітектурному"" керманичу Артуру Савіну. Саме напередодні посадовця гучно затримали на стотисячному хабарі. Тоді як СБУ повідомляє: буцімто, той вимагав у підрядника 360 тисяч гривень за підписання проектної документації з реконструкції вулиць обласного центру. Додам, попереднє депутатське несхвалення Савіну також заветував міський голова. Поза тим, розглянути питання обранці мають повторно уже на прийдешньому зібранні.","#Вето, #Міський голова, #Анатолій бондаренко, #Недовіра",https://www.vikka.ua/novini-na-vikka/vikka-novini/mer-cherkas-zavetuvav-deputatsku-nedoviru-arxitekturnomu-chinovniku-video/
Через оковиту залежність та родинний конфлікт черкасець хотів покінчити з життям (ВІДЕО),"На межі восьмого поверху та смерті. 32-річний чоловік хотів покінчити з життям, стрибнувши з будинку. Про самогубний відчай містянина патрульним повідомила його мати. Екіпаж застав чоловіка на підвіконні восьмого поверху в стані алкогольного сп’яніння. Полісмени 40 хвилин переконували черкасця передумати, та той не піддавався. Коли ж йому запропонували цигарку – не відмовився, щоправда, лише з рук інспекторки. Взявши тютюн, відчайдуха пішов на контакт – і зрештою, полишив фатальні наміри. Потому пояснив: на таке рішення зважився через конфлікт з ненькою та алкогольну залежність. Потому чоловіка оглянули медики та доставили потенційного самогубцю до психіатричної лікарні. Врешті, черкасець погодився на ушпиталення.","#Рятувальники, #Поліція, #Алкоголь, #Самогубство",https://www.vikka.ua/novini-na-vikka/vikka-novini/cherez-okovitu-zalezhnist-ta-rodinnij-konflikt-cherkasec-xotiv-pokinchiti-z-zhittyam-video/
"Гравець ""Черкаських Мавп"" претендує на звання кращого у Суперлізі (ВІДЕО)","Гравець ""Черкаських Мавп"" Марвін Джефферсон претендує на звання кращого у Суперлізі. Про це інформує сайт ФБУ. Напередодні там стартувало голосування за кращого гравця Чемпіонату України. Серед головний претендентів на спортивну відзнаку місяця центровий черкасців – американець Марвін Джефферсон. У середньому за матч бігмен ""Мавп"" здобуває 15 очок та робить дев’ять підбирань. Підтримати черкаського американця всі охочі можуть на сайті Федерації. Голосування триватиме до другого грудня.","#Баскетбол, #Черкаські мавпи, #Спорт, #Гравець, #Лідери",https://www.vikka.ua/novini-na-vikka/sportivni-novini/gravec-cherkaskix-mavp-pretenduye-na-zvannya-krashhogo-u-superlizi-video/
"Через сильне сп’яніння черкащанин викрав у знайомого старенький ""Москвич"""," 47-річний житель одного і сіл Катеринопільського району повідомив поліцейським про крадіжку автомобіля. Чоловік, разом із односельчанином, приїхав на своєму старенькому ""Москвичі"" у Катеринопіль на роботу. Автівку лишив незачиненою на одній із парковок міста. Коли хотів поїхати додому – транспорт на місці не знайшов. Про це повідомляє прес-служба ГУ НП у Черкаській області. Правоохоронці знайшли автомобіль через добу зі зламаним двигуном в одному із сіл району. Від селян вони дізналися, що керманич був напідпитку, заглядав під капот, а потім пішов у невідомому напрямку. ДИВІТЬСЯ: У Смілі затримали серійного крадія автомобільних акумуляторів (ВІДЕО) Викрадачем виявився 23-річний односельчанин потерпілого, з яким він приїхав у місто.  Свої дії він виправдовував надмірною кількістю випитого алкоголю. Чоловікові загрожує покарання у вигляді штрафу від однієї тисячі до однієї тисячі двохсот неоподатковуваних мінімумів доходів громадян, або обмеження волі на строк від трьох до п'яти років, або позбавлення волі на той самий строк. Як повідомляв сайт vikka.ua, із автівки черкащан у Запоріжжі викрали півмільйона гривень.","#Вікка, #Новини, #Черкащина, #Крадіжка",https://www.vikka.ua/novini/cherez-silne-spyaninnya-cherkashhanin-vikrav-u-znajomogo-starenkij-moskvich/
Кількадесят кам’янчан штурмували тамтешню владу через холод у квартирах (ВІДЕО),"Тепловий страйк. Кількадесят кам’янчан штурмували тамтешню владу через холод у квартирах. Мовляв, підприємство, що опалює місто, не закупило ліміти на газ. Причина в боргах перед НАК ""Нафтогазом"". Вихід владці знайшли в опаленні деревиною. Та від такого температура в домівках містян ледь перетинала позначку в 10 теплових градусів. Це і привело обурених людей під міську раду. Ті бояться повторити гіркий досвід смілян. Натомість, тамтешній голова виправдовується: не можуть розрахуватися через борг держави за різницю в тарифах.","#Теплопостачання, #Газопостачання, #Опалювальний сезон, #Страйк",https://www.vikka.ua/novini-na-vikka/vikka-novini/kilkadesyat-kamyanchan-shturmuvali-tamteshnyu-vladu-cherez-xolod-u-kvartirax-video/
"У Черкасах на одній із вулиць встановлять ""лежачі поліцейські"""," У Черкасах по вулиці Максима Залізняка встановлять ""лежачі поліцейські"". Про це повідомляє прес-служба Черкаської міськради. Читайте: Одну з вулиць у центрі Черкас перекриють Рішення про встановлення елементу примусового зниження швидкості руху транспорту прийняв виконавчий комітет Черкаської міської ради. Директору КП ""ЧЕЛУАШ"" Олексію Мельнику було доручено погодити місце встановлення ""лежачих поліцейських"" та відповідних знаків дорожнього руху. Крім цього комунальники спільно з Управлінням патрульної поліції Черкас мають нанести дорожню розмітку. Виконати всі доручення по встановленню комунальники мають у місячний термін. Як повідомляв сайт vikka.ua, черкасці проголосували за нанесення дорожньої розмітки по всьому місту.","#Черкаси, #Вікка, #Новини",https://www.vikka.ua/novini/u-cherkasax-na-odnij-iz-vulic-vstanovlyat-lezhachi-policejski/
На Черкащині раніше судимий чоловік обікрав пенсіонерку," До працівників чергової частини Корсунь-Шевченківського відділку поліції надійшло повідомлення від пенсіонерки. Жінка повідомила, що з її сараю викрали металевого возика. Про це повідомляє прес-служба ГУНП в Черкаській області. Читайте: Через сильне сп’яніння черкащанин викрав у знайомого старенький ""Москвич"" Перевіряючи пункти прийому брухну, правоохоронці знайшли металевого возика, а працівник пункту дав опис чоловіка, який приніс викрадену річ. Поліцейські розшукали грабіжника. Ним виявився раніше судимий місцевий житель. Він пояснив, що викрав возика через брак грошей. За скоєне затриманому загрожує від трьох до шести років позбавлення волі. Як повідомляв сайт vikka.ua, черкащанина побив та пограбував новий знайомий.","#Вікка, #Новини, #Черкащина, #Пограбування",https://www.vikka.ua/novini/na-cherkashhini-ranishe-sudimij-cholovik-obikrav-pensionerku/
ТОП-5 досягнень листопада на Черкащині (ВІДЕО),"Черкаські водії під прицілом відеореєстраторів, районна гімназія – в освітніх передовиках та викриття торгівлі людьми. В останній день осені згадаємо найбільші досягнення місяця. В ТОП-5 наша Яна Федоровська розповість про втішну статистику ""ювелірних"" пацієнтів та корисне кавування в місті.","#Торгівля людьми, #Досягнення, #Відеоспостереження, #Недоношені діти, #Топ-5",https://www.vikka.ua/novini-na-vikka/vikka-novini/top-5-dosyagnen-listopada-na-cherkashhini-video/
